# year  hare    lynx    carrot
1900	30e3	4e3	48300
1901	47.2e3	6.1e3	48200
1902	70.2e3	9.8e3	41500
1903	77.4e3	35.2e3	38200
1904	36.3e3	59.4e3	40600
1905	20.6e3	41.7e3	39800
1906	18.1e3	19e3	38600
1907	21.4e3	13e3	42300
1908	22e3	8.3e3	44500
1909	25.4e3	9.1e3	42100
1910	27.1e3	7.4e3	46000
1911	40.3e3	8e3	46800
1912	57e3	12.3e3	43800
1913	76.6e3	19.5e3	40900
1914	52.3e3	45.7e3	39400
1915	19.5e3	51.1e3	39000
1916	11.2e3	29.7e3	36700
1917	7.6e3	15.8e3	41800
1918	14.6e3	9.7e3	43300
1919	16.2e3	10.1e3	41300
1920	24.7e3	8.6e3	47300
1921	14983.7	18518.6	40347.3
1922	11856.1	60338.6	42412.0
1923	2883.4	23529.7	42292.2
1924	50163.8	0.0	32920.9
1925	0.0	21663.5	42000.4
1926	33980.0	8071.1	42357.9
1927	571.6	38369.6	38097.8
1928	35373.4	0.0	45103.1
1929	47692.6	1999.3	42415.9
1930	16517.2	0.0	40317.6
1931	5089.7	16399.5	42531.6
1932	21693.2	0.0	41670.7
1933	27911.4	3545.8	41265.2
1934	56576.4	14242.3	42500.7
1935	41575.5	40219.0	38837.0
1936	20243.4	18289.0	41950.7
1937	44825.0	24504.5	43593.8
1938	0.0	8976.7	38713.4
1939	42687.3	37240.6	41339.9
1940	36382.3	16499.0	42708.3
1941	21036.0	43668.3	43809.4
1942	15410.6	3645.9	40477.9
1943	37538.9	35939.0	38601.1
1944	40927.6	0.0	41840.7
1945	69928.5	21643.0	42116.8
1946	26344.3	1641.1	48107.2
1947	0.0	8345.2	41973.9
1948	0.0	22804.4	42837.2
1949	35756.3	17281.0	41654.3
1950	7973.7	13347.1	44224.5
1951	50455.2	18307.5	40904.1
1952	4991.3	40443.3	42433.9
1953	56878.0	59155.8	39439.4
1954	27546.2	20404.9	44770.1
1955	22446.6	1159.7	43225.7
1956	43048.4	2241.9	44526.2
1957	68572.6	22368.3	39056.5
1958	48780.6	2233.5	39374.1
1959	12345.0	18434.1	43941.3
1960	34894.0	6527.8	40717.5
1961	0.0	37740.7	36638.1
1962	37014.0	9383.0	40810.7
1963	51978.0	33631.0	46858.0
1964	0.0	16190.9	43672.1
1965	9990.7	4128.7	43597.0
1966	18127.2	24106.3	39758.8
1967	16034.9	0.0	46451.1
1968	48933.2	20437.0	38600.8
1969	62408.5	32876.5	47811.9
1970	28752.5	41085.5	43845.0
1971	43803.8	18058.8	36332.5
1972	23235.5	8988.6	41526.8
1973	34519.1	16480.4	42704.1
1974	45984.6	35649.3	41611.7
1975	19371.0	11713.0	41958.4
1976	23486.5	25493.8	38517.6
1977	28804.0	20289.5	44918.9
1978	46613.2	38697.2	43473.5
1979	0.0	21073.4	37902.3
1980	31347.1	31041.1	44142.6
1981	66440.4	29226.9	49396.4
1982	26177.8	47057.4	41317.1
1983	37971.7	13149.1	44530.2
1984	46459.6	18122.0	39604.6
1985	73241.5	0.0	42861.9
1986	47578.1	0.0	47809.2
1987	54895.0	12533.9	41086.6
1988	51570.0	28101.9	44112.1
1989	50800.9	25662.8	45673.8
1990	26781.7	32810.9	42713.4
1991	25493.3	0.0	45530.7
1992	19799.7	11382.0	44482.7
1993	85977.3	25851.7	43684.2
1994	16432.4	0.0	37496.6
1995	45653.3	45505.2	46342.2
1996	28272.0	10807.8	38035.1
1997	14283.5	15586.0	50233.3
1998	31695.7	29284.8	43811.3
1999	49268.1	4253.7	47270.2
2000	0.0	51033.9	44823.8
2001	62354.6	22138.2	41988.2
2002	41867.9	12357.1	44373.6
2003	38848.2	5294.7	41064.2
2004	29217.2	19157.1	47163.1
2005	24815.0	27974.3	37700.9
2006	35394.7	57934.2	44114.8
2007	88467.7	32404.1	36487.8
2008	32133.3	20176.4	37215.4
2009	47657.8	26186.6	40983.7
2010	38370.8	30871.5	47669.8
2011	51523.9	0.0	45000.2
2012	23807.3	28228.5	44684.6
2013	76425.2	3224.0	38722.8
2014	21961.9	10127.2	35382.6
2015	47228.5	40431.6	41865.3
2016	52152.2	60756.9	42422.3
2017	45824.5	41051.9	43837.1
2018	59584.3	12508.1	41137.5
2019	28059.1	35287.4	41941.6
2020	48230.8	38770.0	42682.9
